patent_id,title,assignee,grant_date,label,confidence,rationale,insufficient_info,unparsed,model
US10105910B2,Method for continuously manufacturing composite hollow structure,CC3D LLC,10/23/2018,neither,3,"The patent describes a method for continuously manufacturing a composite hollow structure by coating and revolving fibers, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10114453B2,Smart wearable devices and methods with power consumption and network load optimization,SONY CORPORATION SONY CORPORATION OF AMERICA,10/30/2018,neither,3,"The patent describes dynamic power management and network sensor data load optimization for wearable devices, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people.",False,,google/gemini-2.5-flash-lite
US10115287B2,"Monitoring system, apparatus and method",Advanced Wireless Innovations LLC,10/30/2018,neither,1,"The patent describes a general monitoring and control system using sensors and a server, without specifying any application related to identifying, tracking, or monitoring people.",False,,google/gemini-2.5-flash-lite
US10121040B2,"Recognition apparatus, recognition method, storage medium, management system, and conveyance system","Ricoh Company, Ltd.",11/06/2018,neither,3,"The patent describes extracting and recognizing information from optically-readable symbols, which is a general data processing task.",False,,google/gemini-2.5-flash-lite
US10130635B2,Process for preparation of optically pure and optionally substituted 2-(1-hydroxy-alkyl)-chromen-4-one derivatives and their use in preparing pharmaceuticals,Rhizen Pharmaceuticals SA,11/20/2018,neither,3,"The patent describes compounds and processes for preparing pharmaceutical intermediates, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10131238B2,Charging transmission line under roadway for moving electric vehicle,"NIO USA, Inc.",11/20/2018,neither,3,"The patent describes a system for charging electric vehicles, with a controller determining if an oncoming vehicle is rechargeable to activate charging, which is a general infrastructure function.",False,,google/gemini-2.5-flash-lite
US10132925B2,"Imaging, fabrication and measurement systems and methods","Ascentia Imaging, Inc.",11/20/2018,neither,2,"The patent describes a system for determining the position of objects using intensity coding optics and an electromagnetic energy detector, with no mention of people or surveillance.",False,,google/gemini-2.5-flash-lite
US10126540B2,Focusing system for a telecentric optical measuring machine,"Quality Vision International, Inc.",11/13/2018,neither,3,The patent describes a method for focusing an optical measuring machine by comparing images in telecentric and non-telecentric modes to estimate object displacement from the best focus position.,False,,google/gemini-2.5-flash-lite
US10127903B2,Discovering windows in temporal predicates,INTERNATIONAL BUSINESS MACHINES CORPORATION,11/13/2018,neither,2,"The patent describes a method for separating and comparing temporal predicates for event sets, with no indication of identifying, tracking, or monitoring people.",False,,google/gemini-2.5-flash-lite
US10142742B2,"Audio systems, devices, and methods",Anderson Dean Robert Gary,11/27/2018,neither,2,"The abstract describes replacing a portion of an audio signal with a modulated noise signal based on frequency ranges and volume envelopes, which is a signal processing technique without a stated surveillance or military application.",False,,google/gemini-2.5-flash-lite
US10144061B2,Particulates for additive manufacturing techniques,Delavan Inc,12/04/2018,neither,3,"The patent describes particulates for additive manufacturing techniques, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10144655B2,"Systems and methods for distillation of water from seawater, brackish water, waste waters, and effluent waters",Global Water Farms Corporation,12/04/2018,neither,3,"The patent describes systems and methods for water purification using solar energy to distill water from various sources, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10145901B2,Method for the management of the electrical current supply in a motor vehicle,"FORD GLOBAL TECHNOLOGIES, LLC",12/04/2018,neither,3,"The patent describes a method for managing electrical current supply in a motor vehicle, focusing on battery charging and generator voltage set points based on efficiency, with no mention of identifying, tracking, or monitoring people.",False,,google/gemini-2.5-flash-lite
US10135620B2,Managing secure content in a content delivery network,"Amazon Technologies, Inc.",11/20/2018,neither,3,"The patent describes managing secure content in a content delivery network for content providers and client computing devices, with no mention of identifying, tracking, or monitoring people.",False,,google/gemini-2.5-flash-lite
US10153848B2,"Optical device, a transmitter for a quantum communication system and a quantum communication system",Kabushiki Kaisha Toshiba,12/11/2018,neither,3,"The patent describes a transmitter for a continuous variable quantum communication system, focusing on encoding information in light pulses for communication, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10155992B2,Monitoring health and disease status using clonotype profiles,ADAPTIVE BIOTECHNOLOGIES CORP.,12/18/2018,neither,3,"The patent describes methods for using DNA sequencing to identify personalized biomarkers for monitoring disease status, specifically autoimmune disease and cancer, which is a medical application and not surveillance or military defense.",False,,google/gemini-2.5-flash-lite
US10155671B2,System and method for controlling ultraviolet liquid disinfection,Atlantium Technologies Ltd.,12/18/2018,neither,3,"The patent describes a system for disinfecting liquid using ultraviolet light, adjusting the dose based on salinity, with no mention of identifying, tracking, monitoring people, or military applications.",False,,google/gemini-2.5-flash-lite
US10147244B2,Fault source parameter identification,"Simmonds Precision Products, Inc.",12/04/2018,neither,2,"The patent describes identifying a 'fault source parameter' associated with a 'fault condition' using artificial intelligence networks, which is a general diagnostic process not inherently related to surveillance or military applications.",False,,google/gemini-2.5-flash-lite
US10164425B2,Electrostatic discharge protection,NXP B.V.,12/25/2018,neither,3,"The patent describes circuits and methods for voltage surge protection, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10154505B2,Method and apparatus for receiving data in communication system supporting multiple input multiple output scheme,"Samsung Electronics Co., Ltd.",12/11/2018,neither,3,"The patent describes methods for receiving data in a communication system supporting multiple input multiple output (MIMO) schemes, focusing on improving data rates for 5G and beyond, with no mention of identifying, tracking, or monitoring people.",False,,google/gemini-2.5-flash-lite
US10188330B1,Methods and systems for determining a light drive parameter limit in a physiological monitor,Covidien LP,01/29/2019,neither,3,"The patent describes a physiological monitoring system for determining a light drive parameter limit, with no mention of identifying, tracking, or monitoring people.",False,,google/gemini-2.5-flash-lite
US10185141B2,Cascaded electrical device bus structure systems and methods,General Electric Company,01/22/2019,neither,3,"The patent describes techniques for improving the operation of an electrical system by optimizing a bus structure to reduce stray inductance and increase stray capacitance, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10192260B2,Tool for generating containerized processing logic for use in insurance claim processing,TELUS Health Solutions Inc.,01/29/2019,neither,3,"The patent describes a system for configuring adjudication rules for processing insurance claims, which is a standard business process and does not involve identifying, tracking, monitoring, profiling, or extracting information about people.",False,,google/gemini-2.5-flash-lite
US10202544B2,"Light-diffusion powder, quantum-dot-containing photoresist, and quantum-dot-containing color film, and preparation methods","BOE TECHNOLOGY GROUP CO., LTD",02/12/2019,neither,1,"The patent describes a light-diffusion powder, photoresist, and color film, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people.",False,,google/gemini-2.5-flash-lite
US10203712B2,Apparatus and method for energy management based on estimated resource utilization,"ENERNOC, INC.",02/12/2019,neither,3,"The patent describes an apparatus for controlling energy consumption based on resource utilization and outside temperature, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people.",False,,google/gemini-2.5-flash-lite
US10213128B2,UWB microwave imaging system with a novel calibration approach for breast cancer detection,"Joint Vue, LLC",02/26/2019,neither,3,"The patent describes an apparatus and method for imaging tissue for breast cancer detection, which is a medical application.",False,,google/gemini-2.5-flash-lite
US10209378B2,Photopeak location systems and methods,"Halliburton Energy Services, Inc.",02/19/2019,neither,3,"The patent describes a system for locating photopeaks in a gamma-ray spectrometer using a processor and correlation coefficients, with no mention of identifying, tracking, or monitoring people, nor any military or defense application.",False,,google/gemini-2.5-flash-lite
US10201596B2,Peptide conjugated particles for the treatment of allergy,Northwestern University,02/12/2019,neither,3,"The patent describes compositions for the treatment of allergy, specifically peptide-coupled biodegradable particles for eliciting immunological tolerance, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any military or defense application.",False,,google/gemini-2.5-flash-lite
US10221759B2,High-efficiency linear combustion engine,"EtaGen, Inc.",03/05/2019,neither,3,"The patent describes a linear combustion engine for converting kinetic energy into electrical energy, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10210239B2,Simplified entity relationship model to access structure data,INTERNATIONAL BUSINESS MACHINES CORPORATION,02/19/2019,neither,3,"The patent describes modeling data as an undirected graph with entities, attributes, and relationships for accessing structured data, with no mention of identifying, tracking, or monitoring people.",False,,google/gemini-2.5-flash-lite
US10231009B2,Grouping and presenting content,DISH Technologies L.L.C.,03/12/2019,neither,3,"The patent describes grouping and presenting content based on tags, with no mention of identifying, tracking, or monitoring people.",False,,google/gemini-2.5-flash-lite
US10236367B2,Bipolar semiconductor device with silicon alloy region in silicon well and method for making,GLOBALFOUNDRIES Inc.,03/19/2019,neither,3,"The patent describes a bipolar semiconductor device with specific doping and alloy regions, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10237418B2,"Methods, systems, and computer readable media for charging based on radio congestion in mobile networks",Oracle International Corporation,03/19/2019,neither,3,"The patent describes altering charging records based on radio congestion levels in mobile networks, which is a network management and billing function.",False,,google/gemini-2.5-flash-lite
US10241767B2,Distributed function generation with shared structures,"Red Hat, Inc.",03/26/2019,neither,3,"The patent describes the generation of native functions from intermediate functions for different computing environments, which is a general software development process.",False,,google/gemini-2.5-flash-lite
US10245577B2,Removal of ozone from electrokinetic devices,"Inspirotec, Inc.",04/02/2019,neither,3,"The patent describes methods for removing ozone from electrokinetic devices used for propelling fluid, not for identifying or tracking people.",False,,google/gemini-2.5-flash-lite
US10245306B2,Flexible tissue matrix and methods for joint repair,"ISTO Technologies, Inc.",04/02/2019,neither,3,"The patent describes a synthetic tissue matrix for joint repair, focusing on cartilage regeneration, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any military or defense applications.",False,,google/gemini-2.5-flash-lite
US10229928B2,Three dimensional NAND flash with self-aligned select gate,Intel Corporation,03/12/2019,neither,1,"The patent describes an integrated circuit with a pillar of semiconductor material and memory cells for data storage, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10248638B2,Creating forms for hierarchical organizations,"FUJI XEROX CO., LTD.",04/02/2019,neither,3,"The patent describes an information input system for hierarchical organizations to input information and specify problems, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people.",False,,google/gemini-2.5-flash-lite
US10254285B2,Methods for detecting and treating cancer metastasis,Cedars-Sinai Medical Center,04/09/2019,neither,3,"The patent describes methods for detecting and treating cancer metastasis based on oncosomes, which is a medical application.",False,,google/gemini-2.5-flash-lite
US10253158B2,"Method for continuously preparing modified conjugated diene polymers, polymers obtained from the method, and rubber composition comprising the same","LG CHEM, LTD.",04/09/2019,neither,1,"The patent describes a method for preparing polymers and rubber compositions, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any military or defense applications.",False,,google/gemini-2.5-flash-lite
US10253300B2,Adapted rhinovirus C,Wisconsin Alumni Research Foundation,04/09/2019,neither,1,"The patent describes a mutated rhinovirus C with enhanced virus yields and visible cytopathic effect, which is a biological research topic unrelated to surveillance or military applications.",False,,google/gemini-2.5-flash-lite
US10256401B2,Memory device with multiple interconnect lines,Toshiba Memory Corporation,04/09/2019,neither,1,"The patent describes a memory device with multiple interconnect lines and layers, focusing on its physical structure and materials, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any military or defense application.",False,,google/gemini-2.5-flash-lite
US10259172B2,Fabrication method of magnetic device,Industrial Technology Research Institute,04/16/2019,neither,1,"The patent describes a fabrication method for magnetic devices using energy beams and reactive gases, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10266802B2,Method for controlling biological processes in microorganisms,ORTERON (T.O) LTD.,04/23/2019,neither,1,"The patent describes a method for controlling biological processes in microorganisms using modified plasma, with no indication of identifying, tracking, monitoring people, or military/defense applications.",False,,google/gemini-2.5-flash-lite
US10272324B2,Classifying collision events using inertial and audio data,Intel Corporation,04/30/2019,neither,3,"The patent describes detecting a collision between a handheld device and an object and classifying the object based on motion and audio data, with no indication of identifying or tracking people.",False,,google/gemini-2.5-flash-lite
US10271378B2,Mobile peer to peer direct communications,Feher Kamilo,04/23/2019,neither,2,"The patent describes methods for mobile peer-to-peer communication, user authentication via fingerprint, and signal processing for device control and navigation, none of which inherently involve identifying or tracking people for surveillance or military purposes.",False,,google/gemini-2.5-flash-lite
US10276226B2,Method and system for determining temperature using a magnetic junction,"Samsung Electronics Co., LTD.",04/30/2019,neither,3,"The patent describes a method for measuring temperature using a magnetic junction, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10278715B2,Systems for use in crossing and treating an occlusion,XableCath Inc.,05/07/2019,neither,3,"The patent describes a medical device for treating occlusions in blood vessels, which is a medical application and not related to surveillance or military defense.",False,,google/gemini-2.5-flash-lite
US10265703B2,Smart control for airborne particle collection,International Business Machines Corporation,04/23/2019,neither,3,"The patent describes a system for collecting airborne particles within a room using airflow and filters, with no mention of identifying, tracking, or monitoring people.",False,,google/gemini-2.5-flash-lite
US10289179B2,Dynamic control of liquid cooling pumps to provide thermal cooling uniformity,Intel Corporation,05/14/2019,neither,3,"The patent describes methods for controlling liquid cooling pumps and fans based on temperature or noise values of a processor to provide thermal cooling uniformity, which is a general computing function.",False,,google/gemini-2.5-flash-lite
US10284438B2,Multipath provisioning of L4-L7 traffic in a network,"Cisco Technology, Inc.",05/07/2019,neither,3,"The patent describes techniques for network traffic management and establishing data flows, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10296556B2,System and method for efficient sparse matrix processing,Palo Alto Research Center Incorporated,05/21/2019,neither,3,"The patent describes a system and method for efficient sparse matrix processing using GPUs, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10293485B2,Systems and methods for robotic path planning,BRAIN CORPORATION,05/21/2019,neither,3,"The patent describes systems and methods for robotic path planning, generating cost maps, and selecting masks for navigation, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10299034B2,Electronic device and input/output method thereof,"Samsung Electronics Co., Ltd.",05/21/2019,neither,2,"The patent describes determining the direction of received sound to form a beam, which is a general audio processing technique without specific surveillance or military applications mentioned.",False,,google/gemini-2.5-flash-lite
US10300074B2,Use of inhibitor of apoptosis protein (IAP) antagonists in HIV therapy,Sanford-Burnham Medical Research Institute Salk Institute for Biological Studies,05/28/2019,neither,3,"The patent describes the use of compounds for the treatment of human immunodeficiency virus (HIV) in mammals, which is a medical therapy and not related to surveillance or military applications.",False,,google/gemini-2.5-flash-lite
US10299157B2,Apparatus and method for managing congestion in wireless communication system,"Samsung Electronics Co., Ltd.",05/21/2019,neither,3,"The patent describes a method for managing congestion in a wireless communication system by exchanging status and path setup information between nodes, with no mention of identifying, tracking, or monitoring people.",False,,google/gemini-2.5-flash-lite
US10302722B2,System and method for magnetic resonance imaging using exchange time reflective of motion restriction or spin diffusion of protons bound to macromolecules,"Beth Israel Deaconess Medical Center, Inc.",05/28/2019,neither,3,"The patent describes a system and method for magnetic resonance imaging (MRI) to produce a report about a subject based on data collected, focusing on analyzing magnetization transfer effects, which is a medical diagnostic technique.",False,,google/gemini-2.5-flash-lite
US10307617B2,Charged particle ? patient motion control system apparatus and method of use there,Michaud Susan L. Spotts Stephen L. Bennett James P. Lee W. Davis,06/04/2019,neither,1,"The patent describes a system for controlling a charged particle beam relative to a patient and imaging surface for treatment and imaging, with no mention of surveillance or military applications.",False,,google/gemini-2.5-flash-lite
US10308605B2,Proton pump inhibitors,Takeda Pharmaceutical Company Limited,06/04/2019,neither,1,"The patent describes a proton pump inhibitor containing a compound represented by a formula, which is a pharmaceutical application.",False,,google/gemini-2.5-flash-lite
US10310005B2,Time-domain distance line protection of electric power delivery systems,"Schweitzer Engineering Laboratories, Inc.",06/04/2019,neither,3,"The patent describes detection of faults in an electric power system and implementing protective actions, which does not involve identifying, tracking, monitoring, profiling, or extracting information about people, nor is it explicitly for armed forces or defense operations.",False,,google/gemini-2.5-flash-lite
US10309652B2,Gas turbine engine combustor basket with inverted platefins,"SIEMENS ENERGY, INC.",06/04/2019,neither,3,"The patent describes a combustor basket for a gas turbine engine, focusing on cooling mechanisms and structural components, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10310864B2,Managing invocation of tasks,Ab Initio Technology LLC,06/04/2019,neither,3,"The patent describes a method for managing the invocation of tasks in a graph-based program specification for processing data elements, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10318880B2,Ultra low noise materials and devices for cryogenic superconductors and quantum bits,"Lawrence Livermore National Security, LLC",06/11/2019,neither,3,"The patent describes materials and devices for cryogenic superconductors and quantum bits, focusing on reducing noise and decoherence, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
